lo/gos	lo/gos	n-s---mn-
ka/lucin	ka/luc	n-p---fd-
ka/lucin	ka/lucis	n-s---fa-
e)gka/rpois	e)/gkarpos	n-p----d-
xqono/s	xqw/n	n-s---fg-
a)ge/lais	a)ge/lh	n-p---fd-
bouno/mois	bou/nomos	n-p----d-
bouno/mois	bouno/mos	n-p----d-
to/koisi/	to/koisi	n-p---md-
te	te	g--------
a)go/nois	a)/gonon	n-p---nd-
a)go/nois	a)/gonos	n-p----d-
gunaikw=n	gunaiko/w	v--pna---
gunaikw=n	gunh/	n-p---fg-
e)n	e)n	r--------
e)n	ei)s	r--------
o(	o(	l-s---mn-
purfo/ros	purfo/ros	n-s----n-
qeo\s	qeo/s	n-s---mn-
e)lau/nei	e)lau_/nei	v3sasa---
e)lau/nei	e)lau_/nei	v2spie---
e)lau/nei	e)lau_/nei	v3spia---
loimo\s	loimo/s	n-s---mn-
e)/xqistos	e)/xqistos	n-s---mn-
po/lin	po/lis	n-s---fa-
ou(=	e(/	n-s----g-
ou(=	i(/hmi	v--amm---
ou(=	o(/s	n-s----g-
ou(=	ou(=	x--------
kenou=tai	keno/w	v3spie---
dw=ma	dw=ma	n-s---n--
me/las	me/la_s	n-s---mn-
me/las	me/la_s	n-p---fa-
me/las	me/la_s	n-s---fg-
stenagmoi=s	stenagmo/s	n-p---md-
kai\	kai/	c--------
go/ois	go/os	n-p---md-
plouti/zetai	plouti/zw	v3spie---
qeoi=si	qeo/s	n-p---md-
me/n	me/n	g--------
nun	nu=n	x--------
ou)k	ou)	x--------
e)gw\	e)gw/	n1s------
ou)	ou)	x--------
oi(/de	o(/de	n-p---mn-
pai=des	pai=s	n-p------
e)fe/stioi	e)fe/stios	n-p------
a)ndrw=n	a)ndro/w	v--pna---
a)ndrw=n	a)nh/r	n-p---mg-
de\	de/	g--------
prw=ton	pro/teros	n-s---ma-
prw=ton	pro/teros	n-s---n--
prw=ton	prw=tos	n-s---ma-
prw=ton	prw=tos	n-s---n--
e)/n	e)n	r--------
e)/n	ei)mi/	v3p-ia---
e)/n	ei)s	r--------
te	te	g--------
sumforai=s	sumfora/	n-p---fd-
bi/ou	bi/os	n-s---mg-
bi/ou	bio/w	v2spma---
bi/ou	bio/w	v2s-ie---
bi/ou	bio/w	v3s-ia---
e)/n	e)n	r--------
e)/n	ei)mi/	v3p-ia---
e)/n	ei)s	r--------
te	te	g--------
daimo/nwn	dai/mwn	n-p----g-
daimo/nwn	daimona/w	v3p-ia---
daimo/nwn	daimona/w	v1s-ia---
sunallagai=s	sunallagh/	n-p---fd-
o(/s	o(/s	n-s---mn-
e)ce/lusas	e)ce/lu_sas	v2saia---
a)/stu	a)/stu	n-s---n--
sklhra=s	sklhro/s	n-s---fg-
a)oidou=	a_)oidou=	v2s-ie---
a)oidou=	a)oida/w	v2spme---
a)oidou=	a)oida/w	v2s-ie---
a)oidou=	a)oido/s1	n-s---mg-
dasmo\n	dasmo/n	n-s---ma-
o(\n	o(/n	n-s---ma-
o(\n	o(/n	n-s---na-
parei/xomen	pare/xw	v1p-ia---
kai\	kai/	c--------
h(mw=n	e)gw/	n1p----g-
h(mw=n	h(mo/s	n-p---fg-
h(mw=n	h(mo/s	n-p----g-
ou)de\n	ou)de/n	n-s---n--
ple/on	ple/os	n-s---ma-
ple/on	ple/os	n-s---n--
ple/on	ple/w	v3p-ia---
ple/on	ple/w	v1s-ia---
ple/on	ple/ws	n-s---ma-
ple/on	ple/ws	n-s---n--
ple/on	plei/wn	n-s----v-
ple/on	plei/wn	n-s---n--
ou)	ou)	x--------
a)lla\	a)lla/	x--------
prosqh/kh|	prosqh/kh	n-s---fd-
qeou=	qea/omai	v2spme---
qeou=	qea/omai	v2s-ie---
qeou=	qea/w	v2spme---
qeou=	qea/w	v2s-ie---
qeou=	qeo/s	n-s---mg-
le/gei	le/gw1	v2spie---
le/gei	le/gw1	v3spia---
le/gei	le/gw2	v2spie---
le/gei	le/gw2	v3spia---
le/gei	le/gw3	v2spie---
le/gei	le/gw3	v3spia---
nomi/zei	nomi/zw	v2spie---
nomi/zei	nomi/zw	v3spia---
h(mi\n	h(mi/n	n1p----d-
o)rqw=sai	o)rqo/w	v--ana---
bi/on	bi/os	n-s---ma-
bi/on	bio/w	v3paia---
nu=n	nu=n	x--------
w)=	ei)mi/	v1spsa---
w)=	w)=	x--------
kra/tiston	kra/tistos	n-s---ma-
kra/tiston	kra/tistos	n-s---n--
pa=sin	pa=s	n-p----d-
pa=sin	pa=sis	n-s---fa-
ka/ra	ka/r	n-p---n--
ka/ra	ka/ra_	n-p---n--
ka/ra	ka/ra_	n-s---n--
ka/ra	ka/ra_	n-d---fa-
ka/ra	ka/ra_	n-d---f--
ka/ra	ka/ra_	n-s---f--
ka/ra	ka/ron	n-p---n--
i(keteu/ome/n	i_(keteu/omen	v1p-ia---
i(keteu/ome/n	i(keteu/omen	v1ppia---
i(keteu/ome/n	i(keteu/omen	v1p-ia---
se	su/	n2s----a-
pa/ntes	pa=s	n-p---m--
oi(/de	o(/de	n-p---mn-
pro/stropoi	pro/stropos	n-p------
a)lkh/n	a)lkh/	n-s---fa-
eu(rei=n	eu(ri/skw	v--ana---
h(mi/n	e)gw/	n1p----d-
ei)/te	ei)/te	x--------
tou	tis	n-s----g-
qew=n	qe/a	n-p---fg-
qew=n	qea/	n-p---fg-
qew=n	qeo/s	n-p---mg-
fh/mhn	fh/mh	n-s---fa-
a)kou/sas	a_)kou/sa_s	n-p---fa-
a)kou/sas	a_)kou/sa_s	n-s---fg-
a)ndro\s	a)ndro/s	n-s---mg-
oi)=sqa/	oi)=sqa	v2sria---
tou	tis	n-s----g-
w(s	w(s	c--------
toi=sin	o(	l-p----d-
toi=sin	ti/s	n-p----d-
e)mpei/roisi	e)/mpeiros	n-p----d-
kai\	kai/	c--------
ta\s	ta_/s	l-p---fa-
cumfora\s	sumfora_/s	n-p---fa-
o(rw=	o(ra/w	v2spmm---
o(rw=	o(ra/w	v2spme---
o(rw=	o(ra/w	v1spsa---
o(rw=	o(ra/w	v1spia---
o(rw=	o(ra/w	v1spsa---
o(rw=	o(ra/w	v1spia---
o(rw=	o(ra/w	v2s-ie---
o(rw=	o(ra/w	v2s-im---
ma/lista	ma/lista	x--------
tw=n	o(	l-p---fg-
tw=n	o(	l-p----g-
bouleuma/twn	bou/leuma	n-p---ng-
w)=	ei)mi/	v1spsa---
w)=	w)=	x--------
brotw=n	broto/s	n-p---mg-
a)no/rqwson	a)norqo/w	v2sama---
po/lin	po/lis	n-s---fa-
w(s	w(s	c--------
se\	se/	n-s---mv-
se\	se	n2s----a-
se\	se/	n2s----a-
nu=n	nu=n	x--------
me\n	me/n	g--------
h(/de	o(/de	n-s---fn-
gh=	*gai=a	n-s---f--
gh=	gh=	n-s---f--
swth=ra	swth/r	n-s---ma-
klh/|zei	klh/|zw1	v2spie---
klh/|zei	klh/|zw1	v3spia---
klh/|zei	klh/|zw2	v2spie---
klh/|zei	klh/|zw2	v3spia---
th=s	o(	l-s---fg-
pa/ros	pa/ros	x--------
pa/ros	pa/ros	r--------
proqumi/as	proqu_mi/a_s	n-p---fa-
proqumi/as	proqu_mi/a_s	n-s---fg-
a)rxh=s	a)rxh/	n-s---fg-
de\	de/	g--------
th=s	o(	l-s---fg-
sh=s	se/w	v2spia---
sh=s	se/w	v2s-ia---
sh=s	sh/s	n-p---ma-
sh=s	sh/s	n-p---m--
sh=s	so/s	n-s---fg-
mhdamw=s	mhdamo/s	x--------
mhdamw=s	mhdamw=s	x--------
memnw/meqa	mimnh/skw	v1prse---
e)s	ei)s	r--------
o)rqo\n	o)rqo/n	n-s---ma-
o)rqo\n	o)rqo/n	n-s---n--
kai\	kai/	c--------
u(/steron	u(/steron	n-s---n--
u(/steron	u(/steros	n-s---ma-
u(/steron	u(/steros	n-s---n--
a)sfalei/a|	a)sfalei/a_|	n-s---fd-
a)no/rqwson	a)norqo/w	v2sama---
po/lin	po/lis	n-s---fa-
o)/rniqi	o)/rnis	n-s----d-
ga\r	ga/r	g--------
kai\	kai/	c--------
th\n	th/n	l-s---fa-
ai)si/w|	ai)/sios	n-s----d-
ai)si/w|	ai)/sios	n-s----d-
tu/xhn	tu/xh	n-s---fa-
pare/sxes	pare/xw	v2saia---
h(mi=n	e)gw/	n1p----d-
kai\	kai/	c--------
tanu=n	tanu=n	x--------
i)/sos	i)/sos	n-s---mn-
genou=	gi/gnomai	v2samm---
w(s	w(s	c--------
ei)/per	ei)/per	c--------
a)/rceis	a)/rxw	v2sasa---
a)/rceis	a)/rxw	v2sfia---
th=sde	o(/de	n-s---fg-
gh=s	*gai=a	n-s---fg-
gh=s	gh=	n-s---fg-
w(/sper	w(/sper	x--------
kratei=s	krate/w	v2spia---
kratei=s	kratu/s	n-p---mn-
cu\n	cu/n	r--------
a)ndra/sin	a)nh/r	n-p---md-
ka/llion	ka/llion	x--------
ka/llion	kalo/s	n-s----v-
ka/llion	kalo/s	n-s---n--
h)\	h)/	c--------
h)\	h)/	x--------
kenh=s	keno/s	n-s---fg-
kratei=n	krate/w	v--pna---
w(s	w(s	c--------
ou)de/n	ou)dei/s	n-s---n--
e)stin	ei)mi/	v3spia---
ou)/	ou)	x--------
te	te	g--------
pu/rgos	pu/rgos	n-s---mn-
ou)/	ou)	x--------
te	te	g--------
nau=s	nau=s	n-p----a-
nau=s	nau=s	n-p---fa-
nau=s	nau=s	n-s---fn-
nau=s	nau=s	n-s----n-
e)/rhmos	e)/rh_mos	n-s----n-
a)ndrw=n	a)ndro/w	v--pna---
a)ndrw=n	a)nh/r	n-p---mg-
mh\	mh/	c--------
cunoikou/ntwn	sunoike/w	v3ppma---
e)/sw	e)/sw	r--------
w)=	ei)mi/	v1spsa---
w)=	w)=	x--------
pai=des	pai=s	n-p------
oi)ktroi/	oi)ktro/s	n-p---m--
gnwta\	gnwta/	n-p---n--
gnwta\	gnwta_/	n-d---f--
gnwta\	gnwta_/	n-s---f--
gnwta\	gnwta/	n-p---n--
kou)k	ou)k	x--------
a)/gnwta/	a)/gnwta	n-p---n--
a)/gnwta/	a)/gnwta	n-p---n--
moi	e)gw/	n1s----d-
eu)=	eu)=	x--------
ga\r	ga/r	g--------
o(/ti	o(/stis	n-s---n--
o(/ti	o(/ti1	x--------
o(/ti	o(/ti2	c--------
nosei=te	nose/w	v2ppma---
nosei=te	nose/w	v2ppoa---
nosei=te	nose/w	v2ppia---
nosei=te	nose/w	v2p-ia---
pa/ntes	pa=s	n-p---m--
kai\	kai/	c--------
w(s	w(s	c--------
e)gw\	e)gw/	n1s------
ou)k	ou)	x--------
e)/stin	e)stin	v3spia---
u(mw=n	su/	n2p----g-
u(mw=n	u(_mw=n	n-p---fg-
u(mw=n	u(_mw=n	n-p----g-
o(/stis	o(/stis	n-s---mn-
e)c	e)k	r--------
i)/sou	i)/sos	n-s----g-
i)/sou	i)_/sou	n-s----g-
i)/sou	i_)/sou	v3s-ia---
i)/sou	i)so/w	v2spma---
i)/sou	i)so/w	v3s-ia---
nosei=	nose/w	v2spie---
nosei=	nose/w	v3spia---
to\	to/	l-s---n--
me\n	me/n	g--------
ga\r	ga/r	g--------
u(mw=n	su/	n2p----g-
u(mw=n	u(_mw=n	n-p---fg-
u(mw=n	u(_mw=n	n-p----g-
a)/lgos	a)/lgos	n-s---n--
ei)s	ei)s	r--------
e)/rxetai	e)/rxomai	v3spie---
mo/non	mo/nos	n-s---ma-
mo/non	mo/nos	n-s---n--
au(to\n	au(to/n	n-s---ma-
a)/llon	a)/llos	n-s---ma-
h(	o(	l-s---f--
e)mh\	e)mh/	n-s---f--
yuxh\	yu_xh/	n-s---f--
po/lin	po/lis	n-s---fa-
te	te	g--------
ka)me\	a_)me/	n-s---mv-
ka)me\	e)me/	n1s----a-
ka)me\	e)me/	n-s---mv-
ka)me\	a)me/	n-s---mv-
kai\	kai/	c--------
o(mou=	o(mo/s	n-s---mg-
o(mou=	o(mo/s	n-s---ng-
o(mou=	o(mo/w	v2spme---
o(mou=	o(mo/w	v2s-ie---
o(mou=	o(mou=	x--------
ste/nei	ste/nos	n-d---n--
ste/nei	ste/nei+	n-s---nd-
ste/nei	ste/nos	n-s---nd-
ste/nei	ste/nw	v2spie---
ste/nei	ste/nw	v3spia---
ou)x	ou)	x--------
u(/pnw|	u(/pnon	n-s---nd-
u(/pnw|	u(/pnos	n-s---md-
e)cegei/rete	e)cegei/rw	v2pasa---
e)cegei/rete	e)cegei/rw	v2ppma---
e)cegei/rete	e)cegei/rw	v2ppia---
e)cegei/rete	e)cegei/rw	v2p-ia---
i)/ste	oi)=da	v2prma---
i)/ste	oi)=da	v2pria---
polla\	polla_/	n-d---f--
polla\	polla_/	n-s---f--
polla\	polla/	n-p---n--
me/n	me/n	g--------
me	e)gw/	n1s----a-
dh/	dh/	g--------
polla\s	polla_/s	n-p---fa-
o(dou\s	o(dou/s	n-p---ma-
o(dou\s	o(dou/s	n-p---fa-
fronti/dos	fronti/s	n-s---fg-
pla/nois	pla/nos	n-p----d-
h(\n	h(/n	n-s---fa-
eu)=	eu)=	x--------
skopw=n	skoph/	n-p---fg-
skopw=n	skopo/s	n-p----g-
hu(/riskon	eu(ri/skw	v3p-ia---
hu(/riskon	eu(ri/skw	v1s-ia---
i)/asin	i)/a_sin	v3ppia---
i)/asin	i)/a_sin	n-s---fa-
mo/nhn	mo/nos	n-s---fa-
tau/thn	ou(=tos	n-s---fa-
e)/praca	pra/ssw	v1saia---
e)/praca	e)/pra_ca	v1saia---
pai=da	pai=s	n-s----a-
ga\r	ga/r	g--------
e)mautou=	e)mautou=	n-s----g-
gambro/n	gambro/s	n-s---ma-
e)s	ei)s	r--------
ta\	ta/	l-p---na-
ta\	ta/	l-p---n--
ta\	ta_/	l-d---fa-
ta\	ta_/	l-d---f--
ta\	ta/	n-p---n--
e)/pemya	pe/mpw	v1saia---
foi/bou	foi_/bou	n-s----g-
w(s	w(s	c--------
o(/	o(	l-s---mn-
o(/	o(/s	n-s---n--
ti	tis	n-s---n--
drw=n	dra/w	v3p-ia---
drw=n	dra/w	v1s-ia---
h)\	h)/	c--------
h)\	h)/	x--------
ti/	ti/s	n-s---n--
ti/	ti	n-s---n--
fwnw=n	fwnh/	n-p---fg-
th/nde	o(/de	n-s---fa-
r(usai/mhn	r(u_sai/mhn	v1saom---
po/lin	po/lis	n-s---fa-
kai/	kai/	c--------
h)=mar	h)=mar	n-s---n--
h)/dh	h)/dh	x--------
h)/dh	h)_/dh	n-p---n--
h)/dh	h)_/dh	n-d---n--
xro/nw|	xro/nos	n-s---md-
lupei=	lu_pei=	v2spie---
lupei=	lu_pei=	v3spia---
ti/	ti/s	n-s---n--
ti/	ti	n-s---n--
pra/ssei	pra_/ssei	v2spie---
pra/ssei	pra_/ssei	v3spia---
tou=	o(	l-s----g-
tou=	ti/s	n-s----g-
tou=	tis	n-s----g-
ga\r	ga/r	g--------
pe/ra	pe/ra_	x--------
pe/ra	pe/ra_	n-d---f--
pe/ra	pe/ra_	n-s---f--
pe/ra	pe/ra_	v2spma---
pe/ra	pe/ra_	v3s-ia---
pe/ra	pe/ra_	v2spma---
pe/ra	pe/ra_	v3s-ia---
a)/pesti	a)/peimi1	v3spia---
plei/w	ple/w	v1spsa---
plei/w	ple/w	v1spia---
plei/w	ple/ws	n-d------
plei/w	ple/ws	n-s----g-
plei/w	plei/wn	n-p---na-
plei/w	plei/wn	n-p---nn-
plei/w	plei/wn	n-s----a-
tou=	o(	l-s----g-
tou=	ti/s	n-s----g-
tou=	tis	n-s----g-
xro/nou	xro/nos	n-s---mg-
xro/nou	xrono/w	v2spma---
xro/nou	xrono/w	v3s-ia---
o(/tan	o(/tan	c--------
i(/khtai	i(kne/omai	v3sase---
e)gw\	e)gw/	n1s------
kako\s	kako/s	n-s---mn-
mh\	mh/	c--------
drw=n	dra/w	v3p-ia---
drw=n	dra/w	v1s-ia---
a)\n	a)/n	g--------
a)\n	a)/_n	c--------
a)\n	a)/n	r--------
a)\n	a)/n	c--------
ei)/hn	ei)mi/	v1spoa---
a)\n	a)/n	g--------
a)\n	a)/_n	c--------
a)\n	a)/n	r--------
a)\n	a)/n	c--------
dhloi=	dhlo/w	v2spie---
dhloi=	dhlo/w	v3spoa---
dhloi=	dhlo/w	v3spia---
qeo/s	qeo/s	n-s---mn-
ei)s	ei)s	r--------
kalo\n	kalo/n	n-s---ma-
kalo\n	kalo/n	n-s---n--
su/	su/	n2s----n-
ei)=pas	ei)=pon	v2saia---
ei)=pas	ei)=pon	v2saia---
oi(/de	o(/de	n-p---mn-
a)rti/ws	a)/rtios	x--------
a)rti/ws	a)/rtios	n-p---ma-
kre/onta	kre/wn	n-s---ma-
kre/onta	krei/wn	n-s---ma-
shmai/nousi/	shmai/nousi	v3ppia---
moi	e)gw/	n1s----d-
w)=nac	a)/nac	n-s---m--
ei)	ei)	c--------
ga\r	ga/r	g--------
e)n	e)n	r--------
e)n	ei)s	r--------
tu/xh|	tu/xh	n-s---fd-
tu/xh|	tugxa/nw	v2sase---
tu/xh|	tugxa/nw	v3sasa---
ge/	ge	g--------
tw|	tis	n-s----d-
swth=ri	swth/r	n-s---md-
bai/h	bai/a	n-s---f--
bai/h	bai/nw	v3saoa---
lampro\s	lampro/s	n-s---mn-
w(/sper	w(/sper	x--------
o)/mmati	o)/mma	n-s---nd-
ei)ka/sai	ei)ka/zw	v--ana---
ei)ka/sai	ei)ka/sai_	v3saoa---
me/n	me/n	g--------
h(du/s	h(du/s	n-s---mn-
h(du/s	h(du/s	n-s---mn-
ou)	ou)	x--------
ga\r	ga/r	g--------
a)\n	a)/n	g--------
a)\n	a)/_n	c--------
a)\n	a)/n	r--------
a)\n	a)/n	c--------
ka/ra	ka/r	n-p---n--
ka/ra	ka/ra_	n-p---n--
ka/ra	ka/ra_	n-s---n--
ka/ra	ka/ra_	n-d---fa-
ka/ra	ka/ra_	n-d---f--
ka/ra	ka/ra_	n-s---f--
ka/ra	ka/ron	n-p---n--
polustefh\s	polustefh/s	n-s----n-
ei(=rpe	e(/rpw	v3s-ia---
pagka/rpou	pa/gkarpos	n-s----g-
da/fnhs	da/fnh	n-s---fg-
ei)so/mesqa	ei)=mi	v1pfim---
ei)so/mesqa	oi)=da	v1pfim---
cu/mmetros	su/mmetros	n-s----n-
ga\r	ga/r	g--------
w(s	w(s	c--------
klu/ein	klu/w	v--pna---
a)/nac	a)/nac	n-s---m--
e)mo\n	e)mo/n	n-s---ma-
e)mo\n	e)mo/n	n-s---n--
kh/deuma	kh/deuma	n-s---n--
pai=	pai=s	n-s----v-
h(mi\n	h(mi/n	n1p----d-
h(/keis	h(/kw	v2spia---
tou=	o(	l-s----g-
tou=	ti/s	n-s----g-
tou=	tis	n-s----g-
qeou=	qea/omai	v2spme---
qeou=	qea/omai	v2s-ie---
qeou=	qea/w	v2spme---
qeou=	qea/w	v2s-ie---
qeou=	qeo/s	n-s---mg-
fh/mhn	fh/mh	n-s---fa-
e)sqlh/n	e)sqlo/s	n-s---fa-
le/gw	le/gos	n-d------
le/gw	le/gos	n-s----g-
le/gw	le/gw1	v1spsa---
le/gw	le/gw1	v1spia---
le/gw	le/gw2	v1spsa---
le/gw	le/gw2	v1spia---
le/gw	le/gw3	v1spsa---
le/gw	le/gw3	v1spia---
ga\r	ga/r	g--------
kai\	kai/	c--------
ta\	ta/	l-p---na-
ta\	ta/	l-p---n--
ta\	ta_/	l-d---fa-
ta\	ta_/	l-d---f--
ta\	ta/	n-p---n--
ei)	ei)	c--------
tu/xoi	tu/xos	n-p---m--
tu/xoi	tu/xoi_	v3saoa---
o)rqo\n	o)rqo/n	n-s---ma-
o)rqo\n	o)rqo/n	n-s---n--
a)\n	a)/n	g--------
a)\n	a)/_n	c--------
a)\n	a)/n	r--------
a)\n	a)/n	c--------
eu)tuxei=n	eu)tuxe/w	v--pna---
e)/stin	e)stin	v3spia---
de\	de/	g--------
poi=on	poi=os	n-s---ma-
poi=on	poi=os	n-s---n--
tou)/pos	e)/pos	n-s---n--
ou)/	ou)	x--------
te	te	g--------
ga\r	ga/r	g--------
qrasu\s	qrasu/s	n-s---mn-
ou)/	ou)	x--------
ou)=n	ou)=n	g--------
ei)mi\	ei)mi	v1spia---
tw=|	o(	l-s----d-
tw=|	ti/s	n-s----d-
tw=|	tis	n-s----d-
tw=|	tw=|	x--------
ge	ge	g--------
nu=n	nu=n	x--------
lo/gw|	lo/gos	n-s---md-
ei)	ei)	c--------
tw=nde	o(/de	n-p---fg-
tw=nde	o(/de	n-p----g-
xrh/|zeis	xrh/|zw	v2spia---
plhsiazo/ntwn	plhsia/zw	v3ppma---
klu/ein	klu/w	v--pna---
e(/toimos	e(/toi_mos	n-s---mn-
e(/toimos	e(/toi_mos	n-s----n-
ei)pei=n	ei)=pon	v--ana---
ei)/te	ei)/te	x--------
kai\	kai/	c--------
stei/xein	stei/xw	v--pna---
e)/sw	e)/sw	r--------
e)s	ei)s	r--------
pa/ntas	pa=s	n-p---ma-
au)/da	au)/da_	v3s-ia---
au)/da	au)/da_	v2spma---
au)/da	au)/da_	v3s-ia---
tw=nde	o(/de	n-p---fg-
tw=nde	o(/de	n-p----g-
ga\r	ga/r	g--------
ple/on	ple/os	n-s---ma-
ple/on	ple/os	n-s---n--
ple/on	ple/w	v3p-ia---
ple/on	ple/w	v1s-ia---
ple/on	ple/ws	n-s---ma-
ple/on	ple/ws	n-s---n--
ple/on	plei/wn	n-s----v-
ple/on	plei/wn	n-s---n--
fe/rw	fe/rw	v1spsa---
fe/rw	fe/rw	v1spia---
to\	to/	l-s---n--
pe/nqos	pe/nqos	n-s---n--
h)\	h)/	c--------
h)\	h)/	x--------
kai\	kai/	c--------
th=s	o(	l-s---fg-
e)mh=s	e)me/w	v2sfia---
e)mh=s	e)me/w	v2spia---
e)mh=s	e)mo/s	n-s---fg-
yuxh=s	yuxa/zw	v2sfia---
yuxh=s	yu_xh=s	n-s---fg-
pe/ri	peri/	r--------
a)\n	a)/n	g--------
a)\n	a)/_n	c--------
a)\n	a)/n	r--------
a)\n	a)/n	c--------
h)/kousa	a)kou/w	v1saia---
tou=	o(	l-s----g-
tou=	ti/s	n-s----g-
tou=	tis	n-s----g-
qeou=	qea/omai	v2spme---
qeou=	qea/omai	v2s-ie---
qeou=	qea/w	v2spme---
qeou=	qea/w	v2s-ie---
qeou=	qeo/s	n-s---mg-
pa/ra	para/	r--------
pa/ra	pa_/ra_	n-p---n--
a)/nwgen	a_)/nwgen	v3plia---
a)/nwgen	a)/nwga	v3sria---
a)/nwgen	a)/nwga	v3plia---
a)/nwgen	a_)/nwgen	v3s-ia---
a)/nwgen	a)/nwga	v3s-ia---
h(ma=s	e)gw/	n1p----a-
h(ma=s	h(mo/s	n-s---fg-
foi=bos	foi=bos	n-s---mn-
e)mfanw=s	e)mfanh/s	x--------
a)/nac	a)/nac	n-s---m--
mi/asma	mi/asma	n-s---n--
xw/ras	xw/ra_s	n-p---fa-
xw/ras	xw/ra_s	n-s---fg-
w(s	w(s	c--------
xqoni\	xqoni/	n-s---fd-
e)n	e)n	r--------
e)n	ei)s	r--------
e)lau/nein	e)lau_/nein	v--pna---
a)nh/keston	a)nh/kestos	n-s----a-
a)nh/keston	a)nh/kestos	n-s---n--
tre/fein	tre/fw	v--pna---
poi/w|	poi_/w|	n-s----d-
kaqarmw=|	kaqarmo/s	n-s---md-
ti/s	ti/s	n-s----n-
ti/s	tis	n-s----n-
o(	o(	l-s---mn-
tro/pos	tro/pos	n-s---mn-
th=s	o(	l-s---fg-
cumfora=s	sumfora=s	n-s---fg-
cumfora=s	sumfora=s	n-p---ma-
h)\	h)/	c--------
h)\	h)/	x--------
fo/nw|	fo/nos	n-s---md-
fo/non	fo/nos	n-s---ma-
pa/lin	pa/lin	x--------
w(s	w(s	c--------
ai(=ma	ai(=ma	n-s---n--
po/lin	po/lis	n-s---fa-
poi/ou	poi_/ou	n-s----g-
poi/ou	poio/w	v2spma---
poi/ou	poio/w	v3s-ia---
ga\r	ga/r	g--------
a)ndro\s	a)ndro/s	n-s---mg-
th/nde	o(/de	n-s---fa-
mhnu/ei	mhnu_/ei	v2spie---
mhnu/ei	mhnu_/ei	v3spia---
tu/xhn	tu/xh	n-s---fa-
h)=n	ei)mi/	v1s-ia---
h)=n	ei)mi/	v3p-ia---
h)=n	ei)mi/	v3s-ia---
h)=n	h)mi/	v1s-ia---
h(mi/n	e)gw/	n1p----d-
w)=nac	a)/nac	n-s---m--
h(gemw\n	h(gemw/n	n-s------
gh=s	*gai=a	n-s---fg-
gh=s	gh=	n-s---fg-
th=sde	o(/de	n-s---fg-
pri\n	pri/n	x--------
se\	se/	n-s---mv-
se\	se	n2s----a-
se\	se/	n2s----a-
a)peuqu/nein	a)peuqu_/nein	v--pna---
a)peuqu/nein	a)peuqu_/nein	v--pna---
po/lin	po/lis	n-s---fa-
ou)	ou)	x--------
ga\r	ga/r	g--------
ei)sei=do/n	ei)sei=don	v3paia---
ei)sei=do/n	ei)sei=don	v1saia---
ge/	ge	g--------
pw	pw	g--------
tou/tou	ou(=tos	n-s----g-
nu=n	nu=n	x--------
e)piste/llei	e)piste/llw	v2spie---
e)piste/llei	e)piste/llw	v3spia---
safw=s	safh/s	x--------
tou\s	tou/s	l-p---ma-
au)toe/ntas	au)toe/nta_s	n-p---ma-
au)toe/ntas	au)toe/nta_s	n-s---mn-
xeiri\	xeiri/	n-s---fd-
xeiri\	xeiri/	n-s---fv-
timwrei=n	ti_mwrei=n	v--pna---
tinas	tis	n-p----a-
oi(\	oi(	n-s----d-
oi(\	oi(/	l-p---m--
oi(\	oi(/	n-p---mn-
ei)si\	ei)si	v3ppia---
pou=	pou/	x--------
pou=	pou=	x--------
gh=s	*gai=a	n-s---fg-
gh=s	gh=	n-s---fg-
pou=	pou/	x--------
pou=	pou=	x--------
eu(reqh/setai	eu(ri/skw	v3sfip---
i)/xnos	i)/xnos	n-s---n--
palaia=s	palaio/s	n-s---fg-
duste/kmarton	duste/kmartos	n-s----a-
duste/kmarton	duste/kmartos	n-s---n--
ai)ti/as	ai)ti/a_s	n-p---fa-
ai)ti/as	ai)ti/a_s	n-s---fg-
ai)ti/as	ai)ti/a_s	n-p---fa-
ai)ti/as	ai)ti/a_s	n-s---fg-
e)n	e)n	r--------
e)n	ei)s	r--------
e)/faske	fa/skw	v3s-ia---
gh=|	*gai=a	n-s---fd-
gh=|	gh=	n-s---fd-
to\	to/	l-s---n--
de\	de/	g--------
a(lwto/n	a(lwto/s	n-s---ma-
a(lwto/n	a(lwto/s	n-s---n--
e)kfeu/gein	e)kfeu/gw	v--pna---
de\	de/	g--------
po/tera	po/teros	n-p---n--
e)n	e)n	r--------
e)n	ei)s	r--------
oi)/kois	e)/oika	v2sroa---
oi)/kois	oi)_/kois	n-p---md-
h)\	h)/	c--------
h)\	h)/	x--------
a)groi=s	a)gre/w	v2spoa---
a)groi=s	a)gro/s	n-p---md-
o(	o(	l-s---mn-
h)\	h)/	c--------
h)\	h)/	x--------
gh=s	*gai=a	n-s---fg-
gh=s	gh=	n-s---fg-
a)/llhs	a)/llos	n-s---fg-
tw=|de	o(/de	n-s----d-
sumpi/ptei	sumpi_/ptei	v2spie---
sumpi/ptei	sumpi_/ptei	v3spia---
fo/nw|	fo/nos	n-s---md-
qewro/s	qewro/s	n-s---mn-
w(s	w(s	c--------
e)/fasken	fa/skw	v3s-ia---
pa/lin	pa/lin	x--------
pro\s	pro/s	r--------
oi)=kon	oi)=kos	n-s---ma-
w(s	w(s	c--------
a)pesta/lh	a)poste/llw	v3saip---
ou)	ou)	x--------
a)/ggelo/s	a)/ggelos	n-s----n-
tis	tis	n-s----n-
ou)	ou)	x--------
de\	de/	g--------
